CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Revolving_Bal
720614658,Existing Customer,40,M,2,High School,Divorced,$60K - $80K,Blue,25,2978.0,0
716695533,Existing Customer,49,F,3,College,Married,Less than $40K,Blue,29,2017.0,1557
717091533,Existing Customer,29,F,1,Graduate,Single,Unknown,Blue,36,13613.0,1172
713231658,Existing Customer,45,F,2,Doctorate,Single,Less than $40K,Blue,33,5553.0,1117
715675458,Existing Customer,51,M,1,High School,Unknown,$80K - $120K,Blue,41,6346.0,578
712463883,Existing Customer,45,M,2,Unknown,Married,$120K +,Silver,38,34516.0,1406
708489258,Existing Customer,40,F,3,Graduate,Married,Less than $40K,Blue,27,1438.3,988
708403308,Existing Customer,37,M,3,Unknown,Single,$40K - $60K,Silver,24,15133.0,1663
769684158,Existing Customer,42,M,4,College,Single,$40K - $60K,Blue,36,2502.0,1488
710349258,Existing Customer,45,F,3,High School,Single,Less than $40K,Blue,36,2589.0,2052
713940033,Existing Customer,47,F,3,Graduate,Single,Less than $40K,Blue,36,2049.0,1460
713482608,Existing Customer,47,M,4,College,Married,$40K - $60K,Blue,35,3560.0,751
714571008,Existing Customer,49,F,3,Unknown,Married,Less than $40K,Blue,36,1438.3,0
715354008,Existing Customer,43,M,3,Graduate,Unknown,$120K +,Blue,36,25937.0,0
819363708,Existing Customer,43,M,1,Post-Graduate,Single,$60K - $80K,Blue,38,2387.0,1482
712014708,Existing Customer,48,M,4,Graduate,Married,Less than $40K,Blue,36,2912.0,1501
788717358,Existing Customer,53,M,2,Uneducated,Single,$60K - $80K,Blue,38,7062.0,1255
710413533,Existing Customer,56,M,2,Graduate,Married,$80K - $120K,Blue,51,12186.0,1080
718515483,Attrited Customer,64,M,0,Graduate,Single,Less than $40K,Blue,52,3570.0,2517
715059258,Existing Customer,38,F,3,Doctorate,Single,Unknown,Blue,32,3072.0,1970
713852958,Existing Customer,51,F,2,Graduate,Single,Unknown,Silver,41,31501.0,1810
767835558,Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,36,5928.0,2517
721531683,Existing Customer,44,F,4,Graduate,Single,Unknown,Blue,36,8482.0,0
720660558,Existing Customer,50,M,2,Uneducated,Married,$120K +,Blue,36,23911.0,2100
814845933,Existing Customer,62,M,0,Graduate,Single,$80K - $120K,Blue,56,1438.3,0
773155533,Existing Customer,49,F,3,Unknown,Single,Less than $40K,Blue,42,3261.0,814
711199908,Existing Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,30,2317.0,1232
721398858,Existing Customer,43,M,2,Unknown,Single,$120K +,Blue,34,33913.0,0
715664808,Attrited Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,30,34516.0,0
715500558,Existing Customer,45,F,3,Graduate,Married,Unknown,Blue,36,1637.0,774
719239158,Existing Customer,48,M,3,High School,Married,$60K - $80K,Blue,39,5448.0,0
820633833,Existing Customer,64,F,1,Graduate,Single,$40K - $60K,Blue,56,5152.0,948
720551733,Attrited Customer,46,F,4,Doctorate,Married,Unknown,Blue,26,15195.0,0
718487958,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,41,2799.0,1303
710533233,Attrited Customer,38,F,1,Graduate,Married,Less than $40K,Blue,29,1438.3,0
778878633,Existing Customer,51,M,3,Unknown,Married,$80K - $120K,Blue,32,1817.0,885
720197058,Attrited Customer,47,F,3,Graduate,Unknown,Unknown,Blue,33,3443.0,0
716317458,Attrited Customer,51,F,2,Post-Graduate,Single,Less than $40K,Blue,36,4281.0,0
718569258,Existing Customer,56,F,2,Unknown,Married,Less than $40K,Blue,36,2029.0,974
711649908,Existing Customer,33,F,3,Graduate,Married,Unknown,Blue,15,1438.3,1055
720879708,Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,44,28186.0,1308
815761908,Existing Customer,46,F,3,Unknown,Married,Unknown,Silver,41,34516.0,0
711850533,Existing Customer,46,F,4,Uneducated,Single,Unknown,Blue,36,3818.0,0
721028283,Existing Customer,40,F,4,High School,Married,$40K - $60K,Blue,28,11494.0,1160
710763783,Existing Customer,49,M,2,High School,Married,$80K - $120K,Blue,32,28142.0,762
720432858,Existing Customer,40,F,4,Post-Graduate,Married,Less than $40K,Blue,36,2316.0,1510
772525308,Existing Customer,43,M,3,College,Single,$40K - $60K,Blue,33,10533.0,1689
767354208,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,41,14322.0,0
715670058,Existing Customer,50,M,3,Graduate,Married,$120K +,Blue,38,34516.0,1662
713856708,Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,36,6798.0,2517
758086458,Existing Customer,46,F,3,Graduate,Married,Unknown,Blue,39,1438.3,0
717035283,Attrited Customer,46,M,1,Graduate,Single,$60K - $80K,Blue,37,2445.0,848
709604958,Existing Customer,51,F,3,Graduate,Single,$40K - $60K,Blue,36,2585.0,1847
714931458,Existing Customer,52,F,2,Post-Graduate,Single,Unknown,Blue,42,1438.3,0
711047658,Existing Customer,46,F,3,High School,Married,Less than $40K,Blue,38,1781.0,1315
718110858,Attrited Customer,42,M,4,Unknown,Married,$40K - $60K,Blue,36,1606.0,0
716385858,Existing Customer,42,F,4,Graduate,Married,Less than $40K,Blue,28,2205.0,1245
708812133,Existing Customer,49,F,3,Graduate,Married,Unknown,Blue,39,2270.0,1647
787655058,Existing Customer,44,F,2,Uneducated,Single,Less than $40K,Blue,37,2568.0,1875
803113383,Attrited Customer,55,F,1,Uneducated,Single,Less than $40K,Blue,49,3292.0,0
721273008,Attrited Customer,54,F,1,College,Unknown,Less than $40K,Silver,43,10797.0,1252
715762083,Existing Customer,46,M,0,Uneducated,Single,$60K - $80K,Silver,36,30501.0,2030
711629733,Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,34,5371.0,1499
718410258,Existing Customer,37,M,3,High School,Unknown,$80K - $120K,Blue,28,13441.0,0
719745558,Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,36,9137.0,1729
820282383,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,40,5848.0,2517
793543758,Existing Customer,47,M,2,Graduate,Single,$120K +,Blue,41,10614.0,784
778224858,Existing Customer,42,F,2,College,Unknown,Unknown,Blue,32,4035.0,1003
712555233,Existing Customer,59,F,0,Graduate,Single,$40K - $60K,Blue,48,4205.0,710
718516533,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,36,2586.0,2196
708923658,Existing Customer,41,F,3,Unknown,Unknown,Less than $40K,Blue,28,7234.0,1420
717708783,Existing Customer,57,M,2,Graduate,Single,$120K +,Silver,51,34516.0,1417
780688383,Existing Customer,35,M,1,Graduate,Unknown,$80K - $120K,Blue,24,21114.0,0
718821783,Existing Customer,53,M,1,Unknown,Married,$40K - $60K,Blue,48,2522.0,1704
718163808,Existing Customer,37,M,1,Graduate,Single,$80K - $120K,Blue,24,11309.0,0
712693908,Attrited Customer,43,M,3,Graduate,Married,$120K +,Blue,31,13883.0,783
711286533,Existing Customer,43,M,3,Graduate,Unknown,$60K - $80K,Blue,31,13448.0,0
711655683,Existing Customer,55,M,1,Uneducated,Single,$60K - $80K,Silver,46,25991.0,0
718188858,Existing Customer,52,F,0,Graduate,Single,Less than $40K,Blue,36,2537.0,1097
718514283,Existing Customer,46,M,4,High School,Single,$40K - $60K,Blue,36,1438.3,794
708642708,Attrited Customer,40,F,2,Uneducated,Married,Unknown,Blue,36,13019.0,0
811475733,Attrited Customer,53,F,1,College,Married,$40K - $60K,Blue,48,3339.0,0
712089108,Existing Customer,49,M,3,Uneducated,Divorced,$80K - $120K,Blue,37,28390.0,1141
710761533,Existing Customer,44,M,2,Graduate,Unknown,$80K - $120K,Blue,33,23665.0,1624
714963558,Existing Customer,46,M,3,Graduate,Single,$40K - $60K,Blue,36,1438.3,0
714834258,Existing Customer,43,F,4,High School,Unknown,Less than $40K,Blue,36,2459.0,1127
713788083,Attrited Customer,28,F,1,Graduate,Single,Less than $40K,Blue,36,1624.0,0
719583558,Existing Customer,49,F,3,Uneducated,Married,$40K - $60K,Blue,40,8900.0,1700
744705408,Existing Customer,48,F,4,Graduate,Single,Unknown,Blue,41,5239.0,1172
713240133,Existing Customer,42,F,3,High School,Married,Less than $40K,Blue,36,9351.0,1482
815015283,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,38,2655.0,1650
718072758,Existing Customer,51,M,2,Post-Graduate,Married,$120K +,Blue,45,3173.0,2517
709127808,Existing Customer,48,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,35,6243.0,1331
715080258,Existing Customer,37,F,1,High School,Single,Unknown,Blue,36,6730.0,1093
709567758,Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,29,2490.0,2225
780067158,Attrited Customer,51,F,2,Uneducated,Single,Less than $40K,Blue,36,1746.0,1107
715357308,Existing Customer,44,M,2,Graduate,Married,$60K - $80K,Blue,36,4141.0,1424
720559908,Existing Customer,58,F,2,Uneducated,Divorced,Less than $40K,Silver,46,11684.0,653
720339558,Existing Customer,47,F,2,Graduate,Single,Less than $40K,Blue,36,2363.0,494
809599158,Attrited Customer,48,M,4,Uneducated,Single,$80K - $120K,Silver,43,34516.0,0
793269933,Existing Customer,46,M,3,Graduate,Unknown,$60K - $80K,Silver,40,28829.0,0
809978733,Existing Customer,33,F,2,High School,Single,$40K - $60K,Blue,28,1438.3,746
788996058,Existing Customer,47,F,2,High School,Married,Less than $40K,Blue,34,2730.0,1970
712575708,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,36,1994.0,1175
789625383,Existing Customer,48,M,3,Uneducated,Married,$80K - $120K,Blue,42,9727.0,1626
719730258,Existing Customer,41,M,4,Uneducated,Divorced,$60K - $80K,Silver,36,33771.0,0
793717608,Existing Customer,39,M,0,Doctorate,Single,$60K - $80K,Blue,33,10452.0,1120
709798908,Attrited Customer,45,F,4,Unknown,Single,Less than $40K,Blue,32,2858.0,0
716077458,Existing Customer,46,M,3,Uneducated,Married,$40K - $60K,Blue,36,4707.0,1121
813435108,Existing Customer,49,F,1,Graduate,Single,Less than $40K,Blue,44,3537.0,0
708084558,Attrited Customer,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,38,8258.0,1771
719880408,Existing Customer,46,F,4,Graduate,Married,Less than $40K,Blue,35,3072.0,1611
719343633,Existing Customer,48,M,3,High School,Unknown,Less than $40K,Blue,38,8892.0,889
718711158,Attrited Customer,52,M,3,Graduate,Married,$120K +,Blue,36,3841.0,2517
717443658,Existing Customer,37,F,0,Graduate,Divorced,$40K - $60K,Blue,28,1920.0,0
715976433,Existing Customer,42,M,3,High School,Unknown,Less than $40K,Blue,31,7802.0,1885
719038008,Existing Customer,48,F,4,Graduate,Single,Less than $40K,Blue,35,1705.0,1192
709143183,Attrited Customer,52,F,2,Doctorate,Married,$40K - $60K,Blue,43,1822.0,1605
710186958,Existing Customer,45,F,3,Unknown,Single,Unknown,Blue,32,9294.0,2000
709274583,Existing Customer,40,M,2,High School,Married,$120K +,Blue,27,12248.0,1323
816864483,Existing Customer,39,F,4,Uneducated,Single,$40K - $60K,Blue,34,10264.0,803
708271833,Existing Customer,42,M,3,Graduate,Single,$40K - $60K,Silver,36,15069.0,1843
821759658,Attrited Customer,41,F,4,High School,Divorced,$40K - $60K,Blue,37,4650.0,204
820920408,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,48,3685.0,0
718403358,Existing Customer,49,F,2,High School,Divorced,$40K - $60K,Blue,33,7231.0,2517
713476758,Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,32,10007.0,1586
720690933,Existing Customer,52,M,4,Uneducated,Married,$60K - $80K,Blue,39,2641.0,1584
719252583,Existing Customer,29,F,1,High School,Single,Less than $40K,Blue,20,3095.0,1488
712783083,Attrited Customer,48,F,4,High School,Married,Less than $40K,Blue,37,3607.0,0
771204108,Existing Customer,36,F,2,Uneducated,Single,Unknown,Blue,23,1954.0,1179
817247658,Existing Customer,45,M,3,High School,Unknown,$60K - $80K,Blue,27,21317.0,0
821749608,Attrited Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,37,19402.0,0
714389883,Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,36,8063.0,1485
713648208,Existing Customer,40,F,2,Graduate,Unknown,$40K - $60K,Blue,32,3097.0,2409
826261008,Attrited Customer,48,F,3,Graduate,Unknown,Less than $40K,Blue,44,1438.3,0
824163333,Existing Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,39,3161.0,2424
709444983,Attrited Customer,38,F,3,Uneducated,Single,$40K - $60K,Blue,30,2435.0,2432
711154908,Existing Customer,59,F,0,Unknown,Single,Less than $40K,Blue,40,1845.0,1076
769575783,Attrited Customer,49,F,3,College,Married,Less than $40K,Blue,41,1603.0,749
720334833,Existing Customer,39,F,5,College,Single,Less than $40K,Blue,30,4710.0,1869
709563258,Attrited Customer,50,F,2,Uneducated,Single,Unknown,Blue,41,2751.0,2253
708205083,Existing Customer,38,F,1,High School,Married,Less than $40K,Blue,28,1438.3,0
715276683,Existing Customer,52,M,2,High School,Married,$60K - $80K,Blue,45,24287.0,1676
721254858,Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,18,1694.0,1074
712257258,Attrited Customer,50,F,1,High School,Single,Less than $40K,Blue,36,1457.0,0
789616158,Existing Customer,33,M,3,Unknown,Divorced,Unknown,Blue,27,25045.0,0
708773583,Existing Customer,52,F,3,Graduate,Unknown,$40K - $60K,Blue,45,10859.0,1710
711110733,Existing Customer,45,M,3,High School,Married,$40K - $60K,Silver,33,16928.0,1519
714043008,Existing Customer,37,M,2,High School,Single,$40K - $60K,Blue,30,4297.0,0
780602733,Existing Customer,42,M,3,Uneducated,Single,$60K - $80K,Blue,30,8302.0,1294
823557333,Existing Customer,43,F,2,Uneducated,Unknown,Less than $40K,Blue,39,2734.0,2517
772825308,Existing Customer,40,M,3,Graduate,Divorced,$80K - $120K,Blue,31,27374.0,1509
713251008,Existing Customer,43,F,2,Uneducated,Married,Unknown,Blue,38,2960.0,1853
711175083,Existing Customer,54,M,3,Doctorate,Single,$60K - $80K,Blue,41,9110.0,0
756477333,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,35,1539.0,0
712294983,Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,36,1947.0,1160
717023508,Existing Customer,45,F,3,Unknown,Unknown,$40K - $60K,Blue,36,2667.0,1551
709869708,Existing Customer,54,F,3,College,Single,Less than $40K,Blue,45,3062.0,2039
772133808,Existing Customer,47,F,3,Post-Graduate,Single,$40K - $60K,Blue,36,3114.0,1059
768196008,Existing Customer,54,M,1,Uneducated,Single,$60K - $80K,Blue,48,14948.0,2158
708916083,Attrited Customer,49,F,0,Doctorate,Unknown,Less than $40K,Blue,37,1749.0,0
789526458,Existing Customer,44,M,3,Unknown,Married,$40K - $60K,Blue,36,2534.0,1706
716079708,Existing Customer,46,F,3,College,Single,Less than $40K,Blue,36,2503.0,2373
720087708,Existing Customer,38,F,3,High School,Married,Less than $40K,Blue,31,1854.0,0
714259533,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,35,4092.0,622
714691683,Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,54,13284.0,607
768420558,Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,53,4830.0,1469
778364583,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,25,5911.0,916
719186433,Existing Customer,53,F,1,College,Single,Unknown,Blue,44,11012.0,1328
719951208,Existing Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,24,19188.0,0
720182658,Existing Customer,44,F,3,Uneducated,Single,Unknown,Blue,31,18056.0,940
789022233,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,37,1438.3,754
778353183,Existing Customer,31,F,0,High School,Married,Less than $40K,Blue,13,3201.0,984
713789883,Existing Customer,50,F,4,High School,Married,$40K - $60K,Blue,36,1479.0,1004
773018583,Existing Customer,38,F,4,Graduate,Married,Less than $40K,Blue,30,3144.0,2216
771354633,Existing Customer,58,M,1,College,Single,$80K - $120K,Blue,45,1854.0,1480
717308433,Attrited Customer,49,M,5,Uneducated,Unknown,$60K - $80K,Blue,43,1960.0,0
712271958,Existing Customer,37,M,3,Uneducated,Unknown,$80K - $120K,Blue,36,9782.0,1793
716736858,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,39,3144.0,0
713796033,Attrited Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,42,4738.0,0
710812533,Attrited Customer,46,F,3,High School,Single,Unknown,Silver,36,34516.0,154
782555058,Existing Customer,35,F,1,Unknown,Married,Less than $40K,Blue,29,1438.3,856
714864333,Attrited Customer,43,M,2,College,Divorced,$120K +,Blue,37,34516.0,0
787918158,Existing Customer,32,F,0,Uneducated,Married,Less than $40K,Blue,23,2156.0,1114
779070033,Existing Customer,63,F,0,College,Single,Less than $40K,Blue,44,1938.0,0
789945933,Existing Customer,61,F,1,Graduate,Single,Less than $40K,Blue,52,1438.3,0
720810783,Attrited Customer,54,F,2,Graduate,Married,Unknown,Blue,44,3781.0,1692
715627833,Existing Customer,48,M,3,High School,Married,$60K - $80K,Gold,37,34516.0,1948
809538783,Existing Customer,49,M,1,High School,Single,$120K +,Blue,44,1438.3,1058
715987758,Attrited Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36,3261.0,0
711967158,Existing Customer,35,F,3,Graduate,Single,Less than $40K,Blue,23,2211.0,1370
712325433,Existing Customer,39,F,2,Unknown,Single,Unknown,Blue,28,1493.0,792
716470683,Existing Customer,48,F,3,Post-Graduate,Married,Unknown,Blue,36,20631.0,2048
713289183,Existing Customer,53,F,3,Doctorate,Married,Less than $40K,Blue,33,2255.0,1647
711549408,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,42,1507.0,961
709523508,Existing Customer,65,F,0,Uneducated,Unknown,Less than $40K,Silver,53,11097.0,0
717578358,Existing Customer,49,F,4,Graduate,Married,Unknown,Blue,40,8162.0,1704
711673983,Existing Customer,44,M,4,Unknown,Single,$60K - $80K,Blue,36,18721.0,1568
713388108,Attrited Customer,62,F,0,High School,Unknown,Less than $40K,Blue,51,5210.0,0
715679733,Existing Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,36,1736.0,1513
779694183,Existing Customer,51,M,3,College,Married,$80K - $120K,Blue,34,1864.0,1427
788544108,Existing Customer,43,F,2,High School,Single,Less than $40K,Blue,37,6611.0,1041
715583283,Existing Customer,34,F,0,Graduate,Married,Unknown,Blue,13,7942.0,2087
719917233,Attrited Customer,49,M,3,Post-Graduate,Married,$80K - $120K,Blue,36,13382.0,1159
717103758,Attrited Customer,63,M,0,Graduate,Single,Unknown,Blue,55,18550.0,0
714621183,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,36,2650.0,1646
721365033,Attrited Customer,37,M,3,Uneducated,Single,$40K - $60K,Blue,36,1696.0,0
712999008,Existing Customer,40,F,3,Graduate,Single,Less than $40K,Blue,33,2628.0,1771
780790008,Existing Customer,46,F,3,Unknown,Married,$40K - $60K,Blue,39,1457.0,563
779499933,Existing Customer,46,M,5,Uneducated,Unknown,$80K - $120K,Blue,28,34516.0,1259
717200508,Existing Customer,40,F,4,Uneducated,Single,Unknown,Blue,32,3056.0,2038
716995083,Existing Customer,52,M,2,High School,Single,$80K - $120K,Blue,44,2650.0,1049
718137183,Existing Customer,58,F,1,College,Married,Less than $40K,Blue,38,3331.0,2251
787507833,Existing Customer,49,F,1,Uneducated,Unknown,Less than $40K,Blue,38,3343.0,1820
810974958,Attrited Customer,51,M,2,High School,Married,$60K - $80K,Blue,46,4123.0,1760
717967833,Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,36,2677.0,1555
712267983,Attrited Customer,57,F,0,Graduate,Single,Less than $40K,Blue,45,3023.0,2517
717376758,Existing Customer,56,F,2,High School,Married,Less than $40K,Blue,47,2238.0,1324
718250883,Attrited Customer,59,F,2,High School,Married,Unknown,Blue,51,3875.0,1397
717491058,Existing Customer,42,M,2,Post-Graduate,Single,$60K - $80K,Blue,26,20803.0,1747
802243458,Attrited Customer,48,M,2,Doctorate,Single,$40K - $60K,Blue,42,2760.0,0
714485508,Existing Customer,45,M,3,Doctorate,Single,$80K - $120K,Blue,36,9086.0,1254
711377808,Existing Customer,47,M,3,Graduate,Unknown,$60K - $80K,Blue,36,21142.0,0
718565733,Existing Customer,62,M,0,Unknown,Single,Less than $40K,Blue,36,3653.0,1769
712723608,Existing Customer,44,F,3,Uneducated,Unknown,Less than $40K,Blue,36,1713.0,0
789948408,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue,46,34516.0,1718
734909358,Existing Customer,43,M,4,Graduate,Single,$80K - $120K,Blue,33,6548.0,1244
719267283,Existing Customer,35,F,2,Doctorate,Married,$40K - $60K,Blue,27,1953.0,1554
780684933,Existing Customer,49,M,3,High School,Unknown,$40K - $60K,Blue,38,3051.0,1783
720330558,Attrited Customer,44,M,3,Graduate,Married,$80K - $120K,Blue,25,25256.0,966
720784833,Attrited Customer,48,F,3,Graduate,Single,Unknown,Blue,36,1630.0,1243
789059958,Existing Customer,42,M,4,High School,Married,$120K +,Gold,30,34516.0,1045
797138883,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,37,10800.0,1491
721448283,Attrited Customer,39,F,1,Graduate,Single,Less than $40K,Blue,26,1876.0,1536
710552733,Attrited Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,36,4963.0,0
742778358,Existing Customer,44,M,1,Graduate,Single,$60K - $80K,Blue,37,16739.0,1229
713933658,Existing Customer,56,F,0,Graduate,Single,Less than $40K,Blue,45,2463.0,1621
788142483,Existing Customer,46,M,3,College,Single,$80K - $120K,Silver,38,34516.0,1278
789705408,Existing Customer,50,M,2,College,Married,$60K - $80K,Blue,37,4743.0,1687
780378633,Existing Customer,43,M,3,College,Unknown,$60K - $80K,Blue,33,9382.0,1455
817422408,Existing Customer,45,F,3,Uneducated,Single,Less than $40K,Blue,30,2059.0,1118
781297983,Existing Customer,58,M,2,Unknown,Divorced,$60K - $80K,Blue,52,20410.0,1196
710671608,Existing Customer,39,F,2,Graduate,Divorced,Less than $40K,Blue,31,6798.0,918
719967708,Existing Customer,44,F,2,Unknown,Single,Less than $40K,Blue,32,6472.0,2128
711879633,Existing Customer,45,M,3,High School,Single,Less than $40K,Blue,29,2766.0,1985
716444733,Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,46,1438.3,0
718460958,Existing Customer,49,F,2,College,Married,Less than $40K,Blue,35,3283.0,1856
789953733,Existing Customer,46,F,3,Graduate,Married,Less than $40K,Blue,37,2470.0,1961
770278833,Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,37,20695.0,1250
787291308,Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,36,4228.0,1709
710644158,Existing Customer,45,M,3,Graduate,Unknown,$80K - $120K,Blue,28,31743.0,1332
717095733,Existing Customer,48,F,4,Unknown,Unknown,Less than $40K,Blue,29,3212.0,2517
813338733,Existing Customer,47,F,3,Unknown,Single,Unknown,Blue,42,5884.0,1382
787536933,Existing Customer,44,F,3,Unknown,Single,Less than $40K,Blue,33,1724.0,0
714384783,Attrited Customer,59,F,1,Graduate,Married,Less than $40K,Blue,36,2468.0,0
713847858,Attrited Customer,49,F,3,Graduate,Divorced,Less than $40K,Blue,36,1438.3,0
809809008,Existing Customer,47,F,5,Graduate,Married,Less than $40K,Blue,42,3111.0,1541
719446833,Existing Customer,58,F,1,High School,Married,Less than $40K,Blue,46,2799.0,1532
720570333,Existing Customer,48,F,3,College,Married,Less than $40K,Blue,36,1912.0,1163
815308683,Existing Customer,46,M,3,College,Married,$80K - $120K,Blue,41,18927.0,887
810875958,Attrited Customer,51,F,3,Graduate,Married,Less than $40K,Blue,46,2016.0,395
717775608,Existing Customer,51,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,43,4830.0,1970
718766058,Attrited Customer,56,M,2,Graduate,Single,$80K - $120K,Blue,36,1438.3,0
710656683,Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,36,1986.0,1614
768390708,Existing Customer,47,M,2,Unknown,Single,$80K - $120K,Blue,41,2877.0,1136
713263758,Existing Customer,53,F,1,College,Single,Less than $40K,Blue,45,2312.0,1997
754564308,Existing Customer,46,F,3,Graduate,Married,$40K - $60K,Blue,39,2644.0,2126
827890758,Existing Customer,39,F,1,Uneducated,Single,Less than $40K,Blue,35,2062.0,1302
779945508,Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue,35,3510.0,1881
720807183,Existing Customer,55,M,2,Graduate,Single,$80K - $120K,Blue,36,15026.0,916
709309308,Attrited Customer,50,M,3,College,Unknown,$80K - $120K,Blue,37,27186.0,0
715844733,Existing Customer,45,M,5,High School,Married,$60K - $80K,Blue,36,2174.0,877
712332183,Existing Customer,42,M,3,College,Single,$80K - $120K,Blue,36,29535.0,895
790123983,Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,43,2974.0,2090
711721458,Attrited Customer,50,F,2,Graduate,Unknown,Less than $40K,Blue,36,1438.3,0
716860233,Existing Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,39,8148.0,701
714678408,Existing Customer,48,F,4,Post-Graduate,Married,Less than $40K,Blue,31,2646.0,1983
708798483,Attrited Customer,37,F,3,Unknown,Single,Unknown,Blue,24,2054.0,0
708501783,Attrited Customer,43,M,2,High School,Married,$120K +,Blue,36,34516.0,1477
713645883,Existing Customer,37,F,1,High School,Single,Less than $40K,Blue,23,1879.0,1486
718622658,Existing Customer,45,M,4,High School,Single,$80K - $120K,Blue,34,15913.0,1696
710641008,Existing Customer,44,F,2,High School,Single,Less than $40K,Blue,36,8685.0,0
718547358,Existing Customer,60,F,2,Uneducated,Unknown,$40K - $60K,Blue,52,2676.0,1740
716177583,Existing Customer,58,F,1,Post-Graduate,Single,Less than $40K,Blue,36,1438.3,0
713417433,Existing Customer,42,M,2,Graduate,Single,$40K - $60K,Blue,28,1711.0,0
713043183,Existing Customer,61,M,0,High School,Single,$40K - $60K,Blue,48,2572.0,1969
719328858,Attrited Customer,56,M,4,High School,Married,$60K - $80K,Blue,43,4535.0,0
718501983,Existing Customer,44,M,2,Graduate,Married,$60K - $80K,Blue,36,5950.0,1117
803800533,Attrited Customer,39,M,1,Unknown,Single,$40K - $60K,Blue,33,2088.0,975
771790083,Existing Customer,43,F,3,Unknown,Married,Less than $40K,Silver,32,10466.0,2080
712817808,Existing Customer,39,M,2,Graduate,Married,$60K - $80K,Blue,23,4761.0,1561
811697958,Existing Customer,50,F,4,Unknown,Married,Less than $40K,Blue,45,1488.0,755
817089408,Existing Customer,44,M,2,College,Married,$60K - $80K,Blue,27,19114.0,1754
803406558,Existing Customer,30,F,1,Uneducated,Single,Unknown,Blue,24,7536.0,1272
717297708,Existing Customer,47,F,1,Graduate,Single,Unknown,Blue,37,2441.0,1672
808756458,Existing Customer,47,M,3,Graduate,Married,$80K - $120K,Blue,42,13189.0,1205
718352358,Attrited Customer,49,F,3,Post-Graduate,Married,Less than $40K,Blue,35,1914.0,0
780638958,Existing Customer,42,F,2,Graduate,Divorced,$40K - $60K,Blue,31,2468.0,1850
721026033,Existing Customer,57,F,1,Unknown,Single,Less than $40K,Blue,44,2564.0,1258
719894433,Attrited Customer,43,F,4,Unknown,Married,Less than $40K,Blue,24,1679.0,951
812493033,Existing Customer,44,F,3,High School,Single,$40K - $60K,Blue,37,3410.0,1110
718256658,Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,38,2728.0,0
711421233,Existing Customer,51,M,3,High School,Single,$60K - $80K,Blue,43,7119.0,1513
